step,actic loss,critic loss,average distance,time
5530,-0.1605,0.2387,3.1977,0min0sec
5540,-0.1603,0.2383,3.1973,0min0sec
5550,-0.1600,0.2379,3.1968,0min0sec
5560,-0.1598,0.2376,3.1964,0min0sec
5570,-0.1595,0.2372,3.1959,0min0sec
5580,-0.1592,0.2368,3.1954,0min0sec
5590,-0.1590,0.2364,3.1949,0min0sec
5600,-0.1587,0.2360,3.1945,0min0sec
5610,-0.1585,0.2357,3.1940,0min0sec
5620,-0.1582,0.2353,3.1935,0min0sec
5630,-0.1580,0.2349,3.1931,0min0sec
5640,-0.1577,0.2345,3.1926,0min0sec
5650,-0.1574,0.2342,3.1922,0min0sec
5660,-0.1572,0.2338,3.1917,0min0sec
5670,-0.1569,0.2334,3.1913,0min0sec
5680,-0.1567,0.2331,3.1908,0min0sec
5690,-0.1564,0.2327,3.1904,0min0sec
5700,-0.1562,0.2323,3.1899,0min0sec
5710,-0.1559,0.2319,3.1895,0min0sec
5720,-0.1557,0.2316,3.1891,0min0sec
5730,-0.1555,0.2312,3.1886,0min0sec
5740,-0.1552,0.2309,3.1882,0min0sec
5750,-0.1550,0.2305,3.1877,0min0sec
5760,-0.1547,0.2301,3.1873,0min0sec
5770,-0.1545,0.2298,3.1869,0min0sec
5780,-0.1542,0.2294,3.1864,0min0sec
5790,-0.1540,0.2291,3.1860,0min0sec
5800,-0.1538,0.2287,3.1856,0min0sec
5810,-0.1535,0.2284,3.1851,0min0sec
5820,-0.1533,0.2280,3.1847,0min0sec
5830,-0.1530,0.2277,3.1843,0min0sec
5840,-0.1528,0.2273,3.1838,0min0sec
5850,-0.1526,0.2270,3.1834,0min0sec
5860,-0.1524,0.2266,3.1830,0min0sec
5870,-0.1521,0.2263,3.1826,0min0sec
5880,-0.1519,0.2260,3.1822,0min0sec
5890,-0.1517,0.2256,3.1818,0min0sec
5900,-0.1514,0.2253,3.1814,0min0sec
5910,-0.1512,0.2249,3.1809,0min0sec
5920,-0.1510,0.2246,3.1805,0min0sec
5930,-0.1507,0.2243,3.1801,0min0sec
5940,-0.1505,0.2239,3.1797,0min0sec
5950,-0.1503,0.2236,3.1793,0min0sec
5960,-0.1500,0.2233,3.1789,0min0sec
5970,-0.1498,0.2229,3.1785,0min0sec
5980,-0.1496,0.2226,3.1781,0min0sec
5990,-0.1494,0.2223,3.1777,0min0sec
6000,-0.1491,0.2219,3.1773,0min0sec
6010,-0.1489,0.2216,3.1769,0min0sec
6020,-0.1487,0.2213,3.1765,0min0sec
6030,-0.1485,0.2209,3.1761,0min0sec
6040,-0.1483,0.2206,3.1757,0min0sec
6050,-0.1480,0.2203,3.1753,0min0sec
6060,-0.1478,0.2200,3.1749,0min0sec
6070,-0.1476,0.2197,3.1745,0min0sec
6080,-0.1474,0.2194,3.1742,0min0sec
6090,-0.1472,0.2190,3.1738,0min0sec
6100,-0.1470,0.2187,3.1734,0min0sec
6110,-0.1467,0.2184,3.1730,0min0sec
6120,-0.1465,0.2181,3.1726,0min0sec
6130,-0.1463,0.2178,3.1722,0min0sec
6140,-0.1461,0.2174,3.1718,0min0sec
6150,-0.1459,0.2171,3.1714,0min0sec
6160,-0.1457,0.2168,3.1711,0min0sec
6170,-0.1455,0.2165,3.1707,0min0sec
6180,-0.1452,0.2162,3.1703,0min0sec
6190,-0.1450,0.2159,3.1699,0min0sec
6200,-0.1448,0.2156,3.1695,0min0sec
6210,-0.1446,0.2153,3.1692,0min0sec
6220,-0.1444,0.2149,3.1688,0min0sec
6230,-0.1442,0.2146,3.1684,0min0sec
6240,-0.1440,0.2143,3.1680,0min0sec
6250,-0.1438,0.2140,3.1677,0min0sec
6260,-0.1436,0.2137,3.1673,0min0sec
6270,-0.1434,0.2134,3.1670,0min0sec
6280,-0.1432,0.2131,3.1666,0min0sec
6290,-0.1430,0.2128,3.1662,0min0sec
6300,-0.1427,0.2125,3.1659,0min0sec
6310,-0.1425,0.2122,3.1655,0min0sec
6320,-0.1423,0.2119,3.1652,0min0sec
6330,-0.1421,0.2116,3.1648,0min0sec
6340,-0.1420,0.2114,3.1644,0min0sec
6350,-0.1417,0.2111,3.1641,0min0sec
6360,-0.1416,0.2108,3.1637,0min0sec
6370,-0.1414,0.2105,3.1634,0min0sec
6380,-0.1412,0.2102,3.1630,0min0sec
6390,-0.1409,0.2099,3.1626,0min0sec
6400,-0.1407,0.2096,3.1623,0min0sec
6410,-0.1406,0.2093,3.1619,0min0sec
6420,-0.1404,0.2090,3.1616,0min0sec
6430,-0.1402,0.2087,3.1612,0min0sec
6440,-0.1400,0.2084,3.1609,0min0sec
6450,-0.1398,0.2081,3.1605,0min0sec
6460,-0.1396,0.2078,3.1602,0min0sec
6470,-0.1394,0.2076,3.1598,0min0sec
6480,-0.1392,0.2073,3.1595,0min0sec
6490,-0.1390,0.2070,3.1591,0min0sec
6500,-0.1388,0.2067,3.1588,0min0sec
6510,-0.1386,0.2064,3.1585,0min0sec
6520,-0.1384,0.2061,3.1581,0min0sec
6530,-0.1382,0.2059,3.1578,0min0sec
6540,-0.1380,0.2056,3.1574,0min0sec
6550,-0.1379,0.2053,3.1571,0min0sec
6560,-0.1377,0.2050,3.1567,0min0sec
6570,-0.1375,0.2047,3.1564,0min0sec
6580,-0.1373,0.2045,3.1560,0min0sec
6590,-0.1371,0.2042,3.1557,0min0sec
6600,-0.1369,0.2039,3.1553,0min0sec
6610,-0.1367,0.2036,3.1550,0min0sec
6620,-0.1365,0.2034,3.1546,0min0sec
6630,-0.1364,0.2031,3.1543,0min0sec
6640,-0.1362,0.2028,3.1540,0min0sec
6650,-0.1360,0.2025,3.1536,0min0sec
6660,-0.1358,0.2023,3.1533,0min0sec
6670,-0.1356,0.2020,3.1530,0min0sec
6680,-0.1354,0.2017,3.1527,0min0sec
6690,-0.1353,0.2015,3.1524,0min0sec
6700,-0.1351,0.2012,3.1520,0min0sec
6710,-0.1349,0.2009,3.1517,0min0sec
6720,-0.1347,0.2007,3.1514,0min0sec
6730,-0.1345,0.2004,3.1510,0min0sec
6740,-0.1344,0.2002,3.1507,0min0sec
6750,-0.1342,0.1999,3.1504,0min0sec
6760,-0.1340,0.1996,3.1501,0min0sec
6770,-0.1338,0.1994,3.1498,0min0sec
6780,-0.1336,0.1991,3.1495,0min0sec
6790,-0.1335,0.1988,3.1492,0min0sec
6800,-0.1333,0.1986,3.1489,0min0sec
6810,-0.1331,0.1983,3.1486,0min0sec
6820,-0.1329,0.1981,3.1483,0min0sec
6830,-0.1328,0.1978,3.1479,0min0sec
6840,-0.1326,0.1976,3.1476,0min0sec
6850,-0.1324,0.1973,3.1473,0min0sec
6860,-0.1322,0.1971,3.1470,0min0sec
6870,-0.1321,0.1968,3.1467,0min0sec
6880,-0.1319,0.1965,3.1464,0min0sec
6890,-0.1317,0.1963,3.1460,0min0sec
6900,-0.1315,0.1960,3.1457,0min0sec
6910,-0.1314,0.1958,3.1454,0min0sec
6920,-0.1312,0.1955,3.1451,0min0sec
6930,-0.1310,0.1953,3.1448,0min0sec
6940,-0.1309,0.1950,3.1445,0min0sec
6950,-0.1307,0.1948,3.1442,0min0sec
6960,-0.1305,0.1946,3.1439,0min0sec
6970,-0.1304,0.1943,3.1436,0min0sec
6980,-0.1302,0.1941,3.1433,0min0sec
6990,-0.1300,0.1938,3.1430,0min0sec
7000,-0.1299,0.1936,3.1426,0min0sec
7010,-0.1297,0.1933,3.1423,0min0sec
7020,-0.1295,0.1931,3.1420,0min0sec
7030,-0.1294,0.1928,3.1418,0min0sec
7040,-0.1292,0.1926,3.1415,0min0sec
7050,-0.1290,0.1923,3.1412,0min0sec
7060,-0.1289,0.1921,3.1409,0min0sec
7070,-0.1287,0.1919,3.1406,0min0sec
7080,-0.1285,0.1916,3.1403,0min0sec
7090,-0.1284,0.1914,3.1400,0min0sec
7100,-0.1282,0.1912,3.1397,0min0sec
7110,-0.1280,0.1909,3.1394,0min0sec
7120,-0.1279,0.1907,3.1391,0min0sec
7130,-0.1277,0.1904,3.1388,0min0sec
7140,-0.1276,0.1902,3.1385,0min0sec
7150,-0.1274,0.1900,3.1382,0min0sec
7160,-0.1272,0.1897,3.1379,0min0sec
7170,-0.1271,0.1895,3.1376,0min0sec
7180,-0.1269,0.1893,3.1374,0min0sec
7190,-0.1268,0.1890,3.1371,0min0sec
7200,-0.1266,0.1888,3.1368,0min0sec
7210,-0.1265,0.1886,3.1365,0min0sec
7220,-0.1263,0.1883,3.1362,0min0sec
7230,-0.1261,0.1881,3.1359,0min0sec
7240,-0.1260,0.1879,3.1357,0min0sec
7250,-0.1258,0.1876,3.1354,0min0sec
7260,-0.1257,0.1874,3.1351,0min0sec
7270,-0.1255,0.1872,3.1348,0min0sec
7280,-0.1254,0.1869,3.1345,0min0sec
7290,-0.1252,0.1867,3.1343,0min0sec
7300,-0.1251,0.1865,3.1340,0min0sec
7310,-0.1249,0.1863,3.1337,0min0sec
7320,-0.1248,0.1860,3.1334,0min0sec
7330,-0.1246,0.1858,3.1332,0min0sec
7340,-0.1245,0.1856,3.1329,0min0sec
7350,-0.1243,0.1854,3.1326,0min0sec
7360,-0.1241,0.1851,3.1323,0min0sec
7370,-0.1240,0.1849,3.1321,0min0sec
7380,-0.1238,0.1847,3.1318,0min0sec
7390,-0.1237,0.1845,3.1315,0min0sec
7400,-0.1235,0.1843,3.1312,0min0sec
7410,-0.1234,0.1840,3.1309,0min0sec
7420,-0.1232,0.1838,3.1307,0min0sec
7430,-0.1231,0.1836,3.1304,0min0sec
7440,-0.1230,0.1834,3.1301,0min0sec
7450,-0.1228,0.1832,3.1299,0min0sec
7460,-0.1227,0.1829,3.1296,0min0sec
7470,-0.1225,0.1827,3.1293,0min0sec
7480,-0.1224,0.1825,3.1291,0min0sec
7490,-0.1222,0.1823,3.1288,0min0sec
7500,-0.1221,0.1821,3.1285,0min0sec
7510,-0.1219,0.1819,3.1283,0min0sec
7520,-0.1218,0.1817,3.1280,0min0sec
7530,-0.1216,0.1815,3.1277,0min0sec
7540,-0.1215,0.1812,3.1275,0min0sec
7550,-0.1214,0.1810,3.1272,0min0sec
7560,-0.1212,0.1808,3.1270,0min0sec
7570,-0.1211,0.1806,3.1267,0min0sec
7580,-0.1209,0.1804,3.1265,0min0sec
7590,-0.1208,0.1802,3.1262,0min0sec
7600,-0.1206,0.1800,3.1259,0min0sec
7610,-0.1205,0.1798,3.1257,0min0sec
7620,-0.1203,0.1796,3.1254,0min0sec
7630,-0.1202,0.1794,3.1252,0min0sec
7640,-0.1201,0.1791,3.1249,0min0sec
7650,-0.1199,0.1789,3.1247,0min0sec
7660,-0.1198,0.1787,3.1244,0min0sec
7670,-0.1197,0.1785,3.1241,0min0sec
7680,-0.1195,0.1783,3.1239,0min0sec
7690,-0.1194,0.1781,3.1236,0min0sec
7700,-0.1192,0.1779,3.1234,0min0sec
7710,-0.1191,0.1777,3.1232,0min0sec
7720,-0.1190,0.1775,3.1229,0min0sec
7730,-0.1188,0.1773,3.1227,0min0sec
7740,-0.1187,0.1771,3.1224,0min0sec
7750,-0.1186,0.1769,3.1222,0min0sec
7760,-0.1184,0.1767,3.1219,0min0sec
7770,-0.1183,0.1765,3.1217,0min0sec
7780,-0.1182,0.1763,3.1214,0min0sec
7790,-0.1180,0.1761,3.1212,0min0sec
7800,-0.1179,0.1759,3.1210,0min0sec
7810,-0.1178,0.1757,3.1207,0min0sec
7820,-0.1176,0.1755,3.1205,0min0sec
7830,-0.1175,0.1753,3.1202,0min0sec
7840,-0.1174,0.1751,3.1200,0min0sec
7850,-0.1172,0.1749,3.1198,0min0sec
7860,-0.1171,0.1747,3.1195,0min0sec
7870,-0.1170,0.1745,3.1193,0min0sec
7880,-0.1168,0.1743,3.1190,0min0sec
7890,-0.1167,0.1741,3.1188,0min0sec
7900,-0.1166,0.1739,3.1186,0min0sec
7910,-0.1164,0.1737,3.1183,0min0sec
7920,-0.1163,0.1735,3.1181,0min0sec
7930,-0.1162,0.1733,3.1179,0min0sec
7940,-0.1160,0.1732,3.1176,0min0sec
7950,-0.1159,0.1730,3.1174,0min0sec
7960,-0.1158,0.1728,3.1172,0min0sec
7970,-0.1156,0.1726,3.1169,0min0sec
7980,-0.1155,0.1724,3.1167,0min0sec
7990,-0.1154,0.1722,3.1165,0min0sec
8000,-0.1153,0.1720,3.1162,0min0sec
8010,-0.1151,0.1718,3.1160,0min0sec
8020,-0.1150,0.1716,3.1158,0min0sec
8030,-0.1149,0.1714,3.1155,0min0sec
8040,-0.1147,0.1712,3.1153,0min0sec
8050,-0.1146,0.1711,3.1151,0min0sec
8060,-0.1145,0.1709,3.1148,0min0sec
8070,-0.1144,0.1707,3.1146,0min0sec
8080,-0.1142,0.1705,3.1144,0min0sec
8090,-0.1141,0.1703,3.1141,0min0sec
8100,-0.1140,0.1701,3.1139,0min0sec
8110,-0.1138,0.1699,3.1137,0min0sec
8120,-0.1137,0.1698,3.1134,0min0sec
8130,-0.1136,0.1696,3.1132,0min0sec
8140,-0.1135,0.1694,3.1130,0min0sec
8150,-0.1134,0.1692,3.1128,0min0sec
8160,-0.1132,0.1690,3.1125,0min0sec
8170,-0.1131,0.1688,3.1123,0min0sec
8180,-0.1130,0.1687,3.1121,0min0sec
8190,-0.1129,0.1685,3.1119,0min0sec
8200,-0.1127,0.1683,3.1117,0min0sec
8210,-0.1126,0.1681,3.1115,0min0sec
8220,-0.1125,0.1679,3.1112,0min0sec
8230,-0.1124,0.1678,3.1110,0min0sec
8240,-0.1123,0.1676,3.1108,0min0sec
8250,-0.1121,0.1674,3.1106,0min0sec
8260,-0.1120,0.1672,3.1104,0min0sec
8270,-0.1119,0.1670,3.1102,0min0sec
8280,-0.1118,0.1669,3.1099,0min0sec
8290,-0.1117,0.1667,3.1097,0min0sec
8300,-0.1115,0.1665,3.1095,0min0sec
8310,-0.1114,0.1663,3.1093,0min0sec
8320,-0.1113,0.1662,3.1091,0min0sec
8330,-0.1112,0.1660,3.1089,0min0sec
8340,-0.1111,0.1658,3.1087,0min0sec
8350,-0.1110,0.1656,3.1084,0min0sec
8360,-0.1108,0.1655,3.1082,0min0sec
8370,-0.1107,0.1653,3.1080,0min0sec
8380,-0.1106,0.1651,3.1078,0min0sec
8390,-0.1105,0.1649,3.1076,0min0sec
8400,-0.1104,0.1648,3.1074,0min0sec
8410,-0.1103,0.1646,3.1072,0min0sec
8420,-0.1101,0.1644,3.1070,0min0sec
8430,-0.1100,0.1643,3.1068,0min0sec
8440,-0.1099,0.1641,3.1066,0min0sec
8450,-0.1098,0.1639,3.1064,0min0sec
8460,-0.1097,0.1637,3.1061,0min0sec
8470,-0.1096,0.1636,3.1059,0min0sec
8480,-0.1094,0.1634,3.1057,0min0sec
8490,-0.1093,0.1632,3.1055,0min0sec
8500,-0.1092,0.1631,3.1053,0min0sec
8510,-0.1091,0.1629,3.1051,0min0sec
8520,-0.1090,0.1627,3.1049,0min0sec
8530,-0.1089,0.1626,3.1047,0min0sec
8540,-0.1087,0.1624,3.1045,0min0sec
8550,-0.1086,0.1622,3.1043,0min0sec
8560,-0.1085,0.1620,3.1041,0min0sec
8570,-0.1084,0.1619,3.1039,0min0sec
8580,-0.1083,0.1617,3.1037,0min0sec
8590,-0.1082,0.1615,3.1034,0min0sec
8600,-0.1081,0.1614,3.1032,0min0sec
8610,-0.1080,0.1612,3.1030,0min0sec
8620,-0.1078,0.1611,3.1028,0min0sec
8630,-0.1077,0.1609,3.1026,0min0sec
8640,-0.1076,0.1607,3.1024,0min0sec
8650,-0.1075,0.1606,3.1022,0min0sec
8660,-0.1074,0.1604,3.1020,0min0sec
8670,-0.1073,0.1602,3.1018,0min0sec
8680,-0.1072,0.1601,3.1016,0min0sec
8690,-0.1071,0.1599,3.1014,0min0sec
8700,-0.1070,0.1598,3.1012,0min0sec
8710,-0.1069,0.1596,3.1010,0min0sec
8720,-0.1067,0.1594,3.1008,0min0sec
8730,-0.1066,0.1593,3.1006,0min0sec
8740,-0.1065,0.1591,3.1004,0min0sec
8750,-0.1064,0.1589,3.1002,0min0sec
8760,-0.1063,0.1588,3.1000,0min0sec
8770,-0.1062,0.1586,3.0998,0min0sec
8780,-0.1061,0.1585,3.0996,0min0sec
8790,-0.1060,0.1583,3.0994,0min0sec
8800,-0.1059,0.1582,3.0992,0min0sec
8810,-0.1058,0.1580,3.0990,0min0sec
8820,-0.1057,0.1578,3.0988,0min0sec
8830,-0.1056,0.1577,3.0986,0min0sec
8840,-0.1055,0.1575,3.0984,0min0sec
8850,-0.1054,0.1574,3.0982,0min0sec
8860,-0.1052,0.1572,3.0980,0min0sec
8870,-0.1051,0.1571,3.0978,0min0sec
8880,-0.1050,0.1569,3.0977,0min0sec
8890,-0.1049,0.1567,3.0975,0min0sec
8900,-0.1048,0.1566,3.0973,0min0sec
8910,-0.1047,0.1564,3.0971,0min0sec
8920,-0.1046,0.1563,3.0969,0min0sec
8930,-0.1045,0.1561,3.0967,0min0sec
8940,-0.1044,0.1560,3.0965,0min0sec
8950,-0.1043,0.1558,3.0963,0min0sec
8960,-0.1042,0.1557,3.0961,0min0sec
8970,-0.1041,0.1555,3.0959,0min0sec
8980,-0.1040,0.1554,3.0957,0min0sec
8990,-0.1039,0.1552,3.0955,0min0sec
9000,-0.1038,0.1551,3.0954,0min0sec
9010,-0.1037,0.1549,3.0952,0min0sec
9020,-0.1036,0.1548,3.0950,0min0sec
9030,-0.1035,0.1546,3.0948,0min0sec
9040,-0.1034,0.1545,3.0946,0min0sec
9050,-0.1033,0.1543,3.0944,0min0sec
9060,-0.1032,0.1542,3.0943,0min0sec
9070,-0.1031,0.1540,3.0941,0min0sec
9080,-0.1030,0.1539,3.0939,0min0sec
9090,-0.1029,0.1537,3.0937,0min0sec
9100,-0.1028,0.1536,3.0935,0min0sec
9110,-0.1027,0.1534,3.0933,0min0sec
9120,-0.1026,0.1533,3.0931,0min0sec
9130,-0.1025,0.1531,3.0930,0min0sec
9140,-0.1024,0.1530,3.0928,0min0sec
9150,-0.1023,0.1528,3.0926,0min0sec
9160,-0.1022,0.1527,3.0924,0min0sec
9170,-0.1021,0.1525,3.0923,0min0sec
9180,-0.1020,0.1524,3.0921,0min0sec
9190,-0.1019,0.1522,3.0919,0min0sec
9200,-0.1018,0.1521,3.0917,0min0sec
9210,-0.1017,0.1519,3.0915,0min0sec
9220,-0.1016,0.1518,3.0914,0min0sec
9230,-0.1015,0.1517,3.0912,0min0sec
9240,-0.1014,0.1515,3.0910,0min0sec
9250,-0.1013,0.1514,3.0908,0min0sec
9260,-0.1012,0.1512,3.0907,0min0sec
9270,-0.1011,0.1511,3.0905,0min0sec
9280,-0.1010,0.1509,3.0903,0min0sec
9290,-0.1009,0.1508,3.0901,0min0sec
9300,-0.1008,0.1507,3.0900,0min0sec
9310,-0.1007,0.1505,3.0898,0min0sec
9320,-0.1006,0.1504,3.0896,0min0sec
9330,-0.1005,0.1502,3.0894,0min0sec
9340,-0.1004,0.1501,3.0892,0min0sec
9350,-0.1003,0.1500,3.0890,0min0sec
9360,-0.1003,0.1498,3.0889,0min0sec
9370,-0.1002,0.1497,3.0887,0min0sec
9380,-0.1001,0.1495,3.0885,0min0sec
9390,-0.1000,0.1494,3.0883,0min0sec
9400,-0.0999,0.1492,3.0882,0min0sec
9410,-0.0998,0.1491,3.0880,0min0sec
9420,-0.0997,0.1490,3.0878,0min0sec
9430,-0.0996,0.1488,3.0877,0min0sec
9440,-0.0995,0.1487,3.0875,0min0sec
9450,-0.0994,0.1486,3.0873,0min0sec
9460,-0.0993,0.1484,3.0872,0min0sec
9470,-0.0992,0.1483,3.0870,0min0sec
9480,-0.0991,0.1481,3.0868,0min0sec
9490,-0.0990,0.1480,3.0867,0min0sec
9500,-0.0989,0.1479,3.0865,0min0sec
9510,-0.0988,0.1477,3.0863,0min0sec
9520,-0.0988,0.1476,3.0861,0min0sec
9530,-0.0987,0.1475,3.0860,0min0sec
9540,-0.0986,0.1473,3.0858,0min0sec
9550,-0.0985,0.1472,3.0856,0min0sec
9560,-0.0984,0.1471,3.0855,0min0sec
9570,-0.0983,0.1469,3.0853,0min0sec
9580,-0.0982,0.1468,3.0851,0min0sec
9590,-0.0981,0.1467,3.0850,0min0sec
9600,-0.0980,0.1465,3.0848,0min0sec
9610,-0.0979,0.1464,3.0846,0min0sec
9620,-0.0979,0.1462,3.0845,0min0sec
9630,-0.0978,0.1461,3.0843,0min0sec
9640,-0.0977,0.1460,3.0842,0min0sec
9650,-0.0976,0.1459,3.0840,0min0sec
9660,-0.0975,0.1457,3.0838,0min0sec
9670,-0.0974,0.1456,3.0837,0min0sec
9680,-0.0973,0.1455,3.0835,0min0sec
9690,-0.0972,0.1453,3.0833,0min0sec
9700,-0.0971,0.1452,3.0832,0min0sec
9710,-0.0971,0.1451,3.0830,0min0sec
9720,-0.0970,0.1449,3.0828,0min0sec
9730,-0.0969,0.1448,3.0827,0min0sec
9740,-0.0968,0.1447,3.0825,0min0sec
9750,-0.0967,0.1445,3.0824,0min0sec
9760,-0.0966,0.1444,3.0822,0min0sec
9770,-0.0965,0.1443,3.0821,0min0sec
9780,-0.0964,0.1442,3.0819,0min0sec
9790,-0.0964,0.1440,3.0817,0min0sec
9800,-0.0963,0.1439,3.0816,0min0sec
9810,-0.0962,0.1438,3.0814,0min0sec
9820,-0.0961,0.1436,3.0813,0min0sec
9830,-0.0960,0.1435,3.0811,0min0sec
9840,-0.0959,0.1434,3.0809,0min0sec
9850,-0.0958,0.1433,3.0808,0min0sec
9860,-0.0958,0.1431,3.0806,0min0sec
9870,-0.0957,0.1430,3.0805,0min0sec
9880,-0.0956,0.1429,3.0803,0min0sec
9890,-0.0955,0.1428,3.0802,0min0sec
9900,-0.0954,0.1426,3.0800,0min0sec
9910,-0.0953,0.1425,3.0798,0min0sec
9920,-0.0953,0.1424,3.0797,0min0sec
9930,-0.0952,0.1422,3.0795,0min0sec
9940,-0.0951,0.1421,3.0793,0min0sec
9950,-0.0950,0.1420,3.0792,0min0sec
9960,-0.0949,0.1419,3.0790,0min0sec
9970,-0.0948,0.1417,3.0789,0min0sec
9980,-0.0948,0.1416,3.0787,0min0sec
9990,-0.0947,0.1415,3.0786,0min0sec
10000,-0.0946,0.1414,3.0784,0min0sec
10010,-0.0945,0.1412,3.0783,0min0sec
10020,-0.0944,0.1411,3.0781,0min0sec
10030,-0.0943,0.1410,3.0780,0min0sec
10040,-0.0943,0.1409,3.0778,0min0sec
10050,-0.0942,0.1408,3.0777,0min0sec
10060,-0.0941,0.1406,3.0775,0min0sec
10070,-0.0940,0.1405,3.0774,0min0sec
10080,-0.0939,0.1404,3.0772,0min0sec
10090,-0.0939,0.1403,3.0771,0min0sec
10100,-0.0938,0.1401,3.0769,0min0sec
10110,-0.0937,0.1400,3.0768,0min0sec
10120,-0.0936,0.1399,3.0766,0min0sec
10130,-0.0935,0.1398,3.0765,0min0sec
10140,-0.0935,0.1397,3.0763,0min0sec
10150,-0.0934,0.1395,3.0762,0min0sec
10160,-0.0933,0.1394,3.0760,0min0sec
10170,-0.0932,0.1393,3.0759,0min0sec
10180,-0.0931,0.1392,3.0757,0min0sec
10190,-0.0931,0.1391,3.0756,0min0sec
10200,-0.0930,0.1389,3.0754,0min0sec
10210,-0.0929,0.1388,3.0753,0min0sec
10220,-0.0928,0.1387,3.0751,0min0sec
10230,-0.0927,0.1386,3.0750,0min0sec
10240,-0.0927,0.1385,3.0748,0min0sec
10250,-0.0926,0.1383,3.0747,0min0sec
10260,-0.0925,0.1382,3.0745,0min0sec
10270,-0.0924,0.1381,3.0744,0min0sec
10280,-0.0923,0.1380,3.0742,0min0sec
10290,-0.0923,0.1379,3.0741,0min0sec
10300,-0.0922,0.1378,3.0740,0min0sec
10310,-0.0921,0.1376,3.0738,0min0sec
10320,-0.0920,0.1375,3.0737,0min0sec
10330,-0.0919,0.1374,3.0735,0min0sec
10340,-0.0919,0.1373,3.0734,0min0sec
10350,-0.0918,0.1372,3.0733,0min0sec
10360,-0.0917,0.1371,3.0731,0min0sec
10370,-0.0916,0.1370,3.0730,0min0sec
10380,-0.0915,0.1368,3.0728,0min0sec
10390,-0.0915,0.1367,3.0727,0min0sec
10400,-0.0914,0.1366,3.0725,0min0sec
10410,-0.0913,0.1365,3.0724,0min0sec
10420,-0.0912,0.1364,3.0723,0min0sec
10430,-0.0912,0.1363,3.0721,0min0sec
10440,-0.0911,0.1361,3.0720,0min0sec
10450,-0.0910,0.1360,3.0718,0min0sec
10460,-0.0909,0.1359,3.0717,0min0sec
10470,-0.0909,0.1358,3.0715,0min0sec
10480,-0.0908,0.1357,3.0714,0min0sec
10490,-0.0907,0.1356,3.0713,0min0sec
10500,-0.0906,0.1355,3.0711,0min0sec
10510,-0.0906,0.1354,3.0710,0min0sec
10520,-0.0905,0.1352,3.0709,0min0sec
10530,-0.0904,0.1351,3.0707,0min0sec
10540,-0.0903,0.1350,3.0706,0min0sec
10550,-0.0903,0.1349,3.0704,0min0sec
10560,-0.0902,0.1348,3.0703,0min0sec
10570,-0.0901,0.1347,3.0702,0min0sec
10580,-0.0900,0.1346,3.0701,0min0sec
10590,-0.0900,0.1345,3.0699,0min0sec
10600,-0.0899,0.1344,3.0698,0min0sec
10610,-0.0898,0.1343,3.0697,0min0sec
10620,-0.0897,0.1342,3.0695,0min0sec
10630,-0.0897,0.1340,3.0694,0min0sec
10640,-0.0896,0.1339,3.0693,0min0sec
10650,-0.0895,0.1338,3.0691,0min0sec
10660,-0.0894,0.1337,3.0690,0min0sec
10670,-0.0894,0.1336,3.0688,0min0sec
10680,-0.0893,0.1335,3.0687,0min0sec
10690,-0.0892,0.1334,3.0686,0min0sec
10700,-0.0892,0.1333,3.0684,0min0sec
10710,-0.0891,0.1332,3.0683,0min0sec
10720,-0.0890,0.1331,3.0682,0min0sec
10730,-0.0889,0.1330,3.0680,0min0sec
10740,-0.0889,0.1328,3.0679,0min0sec
10750,-0.0888,0.1327,3.0678,0min0sec
10760,-0.0887,0.1326,3.0677,0min0sec
10770,-0.0887,0.1325,3.0675,0min0sec
10780,-0.0886,0.1324,3.0674,0min0sec
10790,-0.0885,0.1323,3.0672,0min0sec
10800,-0.0884,0.1322,3.0671,0min0sec
10810,-0.0884,0.1321,3.0670,0min0sec
10820,-0.0883,0.1320,3.0669,0min0sec
10830,-0.0882,0.1319,3.0667,0min0sec
10840,-0.0882,0.1318,3.0666,0min0sec
10850,-0.0881,0.1317,3.0665,0min0sec
10860,-0.0880,0.1316,3.0663,0min0sec
10870,-0.0879,0.1315,3.0662,0min0sec
10880,-0.0879,0.1314,3.0661,0min0sec
10890,-0.0878,0.1313,3.0659,0min0sec
10900,-0.0877,0.1311,3.0658,0min0sec
10910,-0.0877,0.1310,3.0657,0min0sec
10920,-0.0876,0.1309,3.0656,0min0sec
10930,-0.0875,0.1308,3.0654,0min0sec
10940,-0.0875,0.1307,3.0653,0min0sec
10950,-0.0874,0.1306,3.0652,0min0sec
10960,-0.0873,0.1305,3.0650,0min0sec
10970,-0.0872,0.1304,3.0649,0min0sec
10980,-0.0872,0.1303,3.0648,0min0sec
10990,-0.0871,0.1302,3.0647,0min0sec
11000,-0.0870,0.1301,3.0645,0min0sec
11010,-0.0870,0.1300,3.0644,0min0sec
11020,-0.0869,0.1299,3.0643,0min0sec
11030,-0.0868,0.1298,3.0642,0min0sec
11040,-0.0868,0.1297,3.0640,0min0sec
11050,-0.0867,0.1296,3.0639,0min0sec
11060,-0.0866,0.1295,3.0638,0min0sec
11070,-0.0866,0.1294,3.0636,0min0sec
11080,-0.0865,0.1293,3.0635,0min0sec
11090,-0.0864,0.1292,3.0634,0min0sec
11100,-0.0863,0.1291,3.0633,0min0sec
11110,-0.0863,0.1290,3.0631,0min0sec
