step,actic loss,critic loss,average distance,time
5600,-0.0874,0.1715,2.9149,0min0sec
5610,-0.0873,0.1712,2.9144,0min0sec
5620,-0.0871,0.1710,2.9140,0min0sec
5630,-0.0870,0.1707,2.9135,0min0sec
5640,-0.0869,0.1704,2.9131,0min0sec
5650,-0.0867,0.1701,2.9127,0min0sec
5660,-0.0866,0.1699,2.9122,0min0sec
5670,-0.0865,0.1696,2.9118,0min0sec
5680,-0.0863,0.1693,2.9113,0min0sec
5690,-0.0862,0.1691,2.9109,0min0sec
5700,-0.0861,0.1688,2.9105,0min0sec
5710,-0.0860,0.1685,2.9100,0min0sec
5720,-0.0858,0.1682,2.9096,0min0sec
5730,-0.0857,0.1680,2.9092,0min0sec
5740,-0.0856,0.1677,2.9087,0min0sec
5750,-0.0854,0.1674,2.9083,0min0sec
5760,-0.0853,0.1672,2.9079,0min0sec
5770,-0.0852,0.1669,2.9075,0min0sec
5780,-0.0850,0.1667,2.9071,0min0sec
5790,-0.0849,0.1664,2.9067,0min0sec
5800,-0.0848,0.1661,2.9062,0min0sec
5810,-0.0846,0.1659,2.9058,0min0sec
5820,-0.0845,0.1656,2.9054,0min0sec
5830,-0.0844,0.1654,2.9050,0min0sec
5840,-0.0843,0.1651,2.9045,0min0sec
5850,-0.0841,0.1648,2.9041,0min0sec
5860,-0.0840,0.1646,2.9037,0min0sec
5870,-0.0839,0.1643,2.9033,0min0sec
5880,-0.0838,0.1641,2.9029,0min0sec
5890,-0.0836,0.1638,2.9025,0min0sec
5900,-0.0835,0.1636,2.9021,0min0sec
5910,-0.0834,0.1633,2.9017,0min0sec
5920,-0.0833,0.1631,2.9013,0min0sec
5930,-0.0831,0.1628,2.9009,0min0sec
5940,-0.0830,0.1626,2.9005,0min0sec
5950,-0.0829,0.1623,2.9001,0min0sec
5960,-0.0828,0.1621,2.8997,0min0sec
5970,-0.0826,0.1618,2.8993,0min0sec
5980,-0.0825,0.1616,2.8989,0min0sec
5990,-0.0824,0.1613,2.8985,0min0sec
6000,-0.0823,0.1611,2.8981,0min0sec
6010,-0.0822,0.1608,2.8977,0min0sec
6020,-0.0820,0.1606,2.8973,0min0sec
6030,-0.0819,0.1604,2.8969,0min0sec
6040,-0.0818,0.1601,2.8965,0min0sec
6050,-0.0817,0.1599,2.8961,0min0sec
6060,-0.0816,0.1596,2.8957,0min0sec
6070,-0.0815,0.1594,2.8953,0min0sec
6080,-0.0813,0.1592,2.8950,0min0sec
6090,-0.0812,0.1589,2.8946,0min0sec
6100,-0.0811,0.1587,2.8942,0min0sec
6110,-0.0810,0.1585,2.8939,0min0sec
6120,-0.0809,0.1582,2.8935,0min0sec
6130,-0.0808,0.1580,2.8931,0min0sec
6140,-0.0806,0.1578,2.8927,0min0sec
6150,-0.0805,0.1575,2.8924,0min0sec
6160,-0.0804,0.1573,2.8920,0min0sec
6170,-0.0803,0.1571,2.8916,0min0sec
6180,-0.0802,0.1568,2.8912,0min0sec
6190,-0.0801,0.1566,2.8908,0min0sec
6200,-0.0800,0.1564,2.8904,0min0sec
6210,-0.0799,0.1561,2.8901,0min0sec
6220,-0.0797,0.1559,2.8897,0min0sec
6230,-0.0796,0.1557,2.8893,0min0sec
6240,-0.0795,0.1554,2.8889,0min0sec
6250,-0.0794,0.1552,2.8886,0min0sec
6260,-0.0793,0.1550,2.8882,0min0sec
6270,-0.0792,0.1548,2.8878,0min0sec
6280,-0.0791,0.1545,2.8875,0min0sec
6290,-0.0790,0.1543,2.8871,0min0sec
6300,-0.0789,0.1541,2.8868,0min0sec
6310,-0.0788,0.1539,2.8864,0min0sec
6320,-0.0786,0.1536,2.8860,0min0sec
6330,-0.0785,0.1534,2.8857,0min0sec
6340,-0.0784,0.1532,2.8853,0min0sec
6350,-0.0783,0.1530,2.8849,0min0sec
6360,-0.0782,0.1528,2.8846,0min0sec
6370,-0.0781,0.1526,2.8843,0min0sec
6380,-0.0780,0.1523,2.8839,0min0sec
6390,-0.0779,0.1521,2.8836,0min0sec
6400,-0.0778,0.1519,2.8832,0min0sec
6410,-0.0777,0.1517,2.8829,0min0sec
6420,-0.0776,0.1515,2.8825,0min0sec
6430,-0.0775,0.1513,2.8822,0min0sec
6440,-0.0774,0.1510,2.8819,0min0sec
6450,-0.0773,0.1508,2.8815,0min0sec
6460,-0.0772,0.1506,2.8812,0min0sec
6470,-0.0771,0.1504,2.8808,0min0sec
6480,-0.0770,0.1502,2.8805,0min0sec
6490,-0.0769,0.1500,2.8801,0min0sec
6500,-0.0767,0.1498,2.8798,0min0sec
6510,-0.0766,0.1496,2.8795,0min0sec
6520,-0.0765,0.1494,2.8791,0min0sec
6530,-0.0764,0.1492,2.8788,0min0sec
6540,-0.0763,0.1489,2.8785,0min0sec
6550,-0.0762,0.1487,2.8781,0min0sec
6560,-0.0761,0.1485,2.8778,0min0sec
6570,-0.0760,0.1483,2.8775,0min0sec
6580,-0.0759,0.1481,2.8771,0min0sec
6590,-0.0758,0.1479,2.8768,0min0sec
6600,-0.0757,0.1477,2.8764,0min0sec
6610,-0.0756,0.1475,2.8761,0min0sec
6620,-0.0755,0.1473,2.8758,0min0sec
6630,-0.0754,0.1471,2.8755,0min0sec
6640,-0.0753,0.1469,2.8752,0min0sec
6650,-0.0752,0.1467,2.8748,0min0sec
6660,-0.0751,0.1465,2.8745,0min0sec
6670,-0.0750,0.1463,2.8742,0min0sec
6680,-0.0749,0.1461,2.8739,0min0sec
6690,-0.0748,0.1459,2.8735,0min0sec
6700,-0.0747,0.1457,2.8732,0min0sec
6710,-0.0746,0.1455,2.8729,0min0sec
6720,-0.0745,0.1453,2.8726,0min0sec
6730,-0.0744,0.1451,2.8723,0min0sec
6740,-0.0744,0.1449,2.8720,0min0sec
6750,-0.0742,0.1447,2.8717,0min0sec
6760,-0.0742,0.1446,2.8714,0min0sec
6770,-0.0741,0.1444,2.8711,0min0sec
6780,-0.0740,0.1442,2.8707,0min0sec
6790,-0.0739,0.1440,2.8704,0min0sec
6800,-0.0738,0.1438,2.8701,0min0sec
6810,-0.0737,0.1436,2.8698,0min0sec
6820,-0.0736,0.1434,2.8695,0min0sec
6830,-0.0735,0.1432,2.8692,0min0sec
6840,-0.0734,0.1430,2.8689,0min0sec
6850,-0.0733,0.1428,2.8686,0min0sec
6860,-0.0732,0.1427,2.8683,0min0sec
6870,-0.0731,0.1425,2.8680,0min0sec
6880,-0.0730,0.1423,2.8677,0min0sec
6890,-0.0729,0.1421,2.8674,0min0sec
6900,-0.0729,0.1419,2.8671,0min0sec
6910,-0.0728,0.1417,2.8668,0min0sec
6920,-0.0727,0.1415,2.8665,0min0sec
6930,-0.0726,0.1413,2.8662,0min0sec
6940,-0.0725,0.1412,2.8659,0min0sec
6950,-0.0724,0.1410,2.8656,0min0sec
6960,-0.0723,0.1408,2.8653,0min0sec
6970,-0.0722,0.1406,2.8650,0min0sec
6980,-0.0721,0.1404,2.8647,0min0sec
6990,-0.0720,0.1402,2.8644,0min0sec
7000,-0.0720,0.1401,2.8641,0min0sec
7010,-0.0719,0.1399,2.8639,0min0sec
7020,-0.0718,0.1397,2.8636,0min0sec
7030,-0.0717,0.1395,2.8633,0min0sec
7040,-0.0716,0.1393,2.8630,0min0sec
7050,-0.0715,0.1392,2.8627,0min0sec
7060,-0.0714,0.1390,2.8623,0min0sec
7070,-0.0713,0.1388,2.8621,0min0sec
7080,-0.0712,0.1386,2.8618,0min0sec
7090,-0.0712,0.1384,2.8615,0min0sec
7100,-0.0711,0.1383,2.8612,0min0sec
7110,-0.0710,0.1381,2.8609,0min0sec
7120,-0.0709,0.1379,2.8606,0min0sec
7130,-0.0708,0.1378,2.8604,0min0sec
7140,-0.0707,0.1376,2.8601,0min0sec
7150,-0.0706,0.1374,2.8598,0min0sec
7160,-0.0706,0.1372,2.8595,0min0sec
7170,-0.0705,0.1371,2.8593,0min0sec
7180,-0.0704,0.1369,2.8590,0min0sec
7190,-0.0703,0.1367,2.8587,0min0sec
7200,-0.0702,0.1365,2.8584,0min0sec
7210,-0.0701,0.1364,2.8582,0min0sec
7220,-0.0701,0.1362,2.8579,0min0sec
7230,-0.0700,0.1360,2.8576,0min0sec
7240,-0.0699,0.1359,2.8573,0min0sec
7250,-0.0698,0.1357,2.8570,0min0sec
7260,-0.0697,0.1355,2.8568,0min0sec
7270,-0.0697,0.1354,2.8565,0min0sec
7280,-0.0696,0.1352,2.8562,0min0sec
7290,-0.0695,0.1350,2.8559,0min0sec
7300,-0.0694,0.1349,2.8557,0min0sec
7310,-0.0693,0.1347,2.8554,0min0sec
7320,-0.0692,0.1345,2.8551,0min0sec
7330,-0.0691,0.1344,2.8549,0min0sec
7340,-0.0691,0.1342,2.8546,0min0sec
7350,-0.0690,0.1340,2.8543,0min0sec
7360,-0.0689,0.1339,2.8541,0min0sec
7370,-0.0688,0.1337,2.8538,0min0sec
7380,-0.0687,0.1335,2.8535,0min0sec
7390,-0.0687,0.1334,2.8532,0min0sec
7400,-0.0686,0.1332,2.8530,0min0sec
7410,-0.0685,0.1331,2.8527,0min0sec
7420,-0.0684,0.1329,2.8525,0min0sec
7430,-0.0683,0.1327,2.8522,0min0sec
7440,-0.0683,0.1326,2.8519,0min0sec
7450,-0.0682,0.1324,2.8517,0min0sec
7460,-0.0681,0.1322,2.8514,0min0sec
7470,-0.0680,0.1321,2.8512,0min0sec
7480,-0.0680,0.1319,2.8509,0min0sec
7490,-0.0679,0.1318,2.8507,0min0sec
7500,-0.0678,0.1316,2.8504,0min0sec
7510,-0.0677,0.1314,2.8502,0min0sec
7520,-0.0676,0.1313,2.8499,0min0sec
7530,-0.0676,0.1311,2.8497,0min0sec
7540,-0.0675,0.1310,2.8494,0min0sec
7550,-0.0674,0.1308,2.8492,0min0sec
7560,-0.0673,0.1307,2.8489,0min0sec
7570,-0.0673,0.1305,2.8487,0min0sec
7580,-0.0672,0.1304,2.8484,0min0sec
7590,-0.0671,0.1302,2.8482,0min0sec
7600,-0.0670,0.1300,2.8479,0min0sec
7610,-0.0670,0.1299,2.8477,0min0sec
7620,-0.0669,0.1297,2.8474,0min0sec
7630,-0.0668,0.1296,2.8472,0min0sec
7640,-0.0667,0.1294,2.8469,0min0sec
7650,-0.0667,0.1293,2.8467,0min0sec
7660,-0.0666,0.1291,2.8465,0min0sec
7670,-0.0665,0.1290,2.8462,0min0sec
7680,-0.0664,0.1288,2.8460,0min0sec
7690,-0.0664,0.1287,2.8457,0min0sec
7700,-0.0663,0.1285,2.8455,0min0sec
7710,-0.0662,0.1284,2.8452,0min0sec
7720,-0.0661,0.1282,2.8450,0min0sec
7730,-0.0661,0.1281,2.8448,0min0sec
7740,-0.0660,0.1279,2.8445,0min0sec
7750,-0.0659,0.1278,2.8443,0min0sec
7760,-0.0658,0.1276,2.8440,0min0sec
7770,-0.0658,0.1275,2.8438,0min0sec
7780,-0.0657,0.1273,2.8435,0min0sec
7790,-0.0656,0.1272,2.8433,0min0sec
7800,-0.0655,0.1270,2.8431,0min0sec
7810,-0.0655,0.1269,2.8428,0min0sec
7820,-0.0654,0.1267,2.8426,0min0sec
7830,-0.0653,0.1266,2.8424,0min0sec
7840,-0.0653,0.1265,2.8421,0min0sec
7850,-0.0652,0.1263,2.8419,0min0sec
7860,-0.0651,0.1262,2.8417,0min0sec
7870,-0.0650,0.1260,2.8414,0min0sec
7880,-0.0650,0.1259,2.8412,0min0sec
7890,-0.0649,0.1257,2.8410,0min0sec
7900,-0.0648,0.1256,2.8407,0min0sec
7910,-0.0647,0.1254,2.8405,0min0sec
7920,-0.0647,0.1253,2.8402,0min0sec
7930,-0.0646,0.1252,2.8400,0min0sec
7940,-0.0645,0.1250,2.8398,0min0sec
7950,-0.0645,0.1249,2.8396,0min0sec
7960,-0.0644,0.1247,2.8393,0min0sec
7970,-0.0643,0.1246,2.8391,0min0sec
7980,-0.0643,0.1245,2.8389,0min0sec
7990,-0.0642,0.1243,2.8387,0min0sec
8000,-0.0641,0.1242,2.8384,0min0sec
8010,-0.0641,0.1240,2.8382,0min0sec
8020,-0.0640,0.1239,2.8380,0min0sec
8030,-0.0639,0.1238,2.8378,0min0sec
8040,-0.0638,0.1236,2.8375,0min0sec
8050,-0.0638,0.1235,2.8373,0min0sec
8060,-0.0637,0.1233,2.8371,0min0sec
8070,-0.0636,0.1232,2.8368,0min0sec
8080,-0.0636,0.1231,2.8366,0min0sec
8090,-0.0635,0.1229,2.8364,0min0sec
8100,-0.0634,0.1228,2.8362,0min0sec
8110,-0.0634,0.1227,2.8360,0min0sec
8120,-0.0633,0.1225,2.8358,0min0sec
8130,-0.0632,0.1224,2.8355,0min0sec
8140,-0.0632,0.1223,2.8353,0min0sec
8150,-0.0631,0.1221,2.8351,0min0sec
8160,-0.0630,0.1220,2.8349,0min0sec
8170,-0.0630,0.1219,2.8347,0min0sec
8180,-0.0629,0.1217,2.8344,0min0sec
8190,-0.0628,0.1216,2.8342,0min0sec
8200,-0.0628,0.1215,2.8340,0min0sec
8210,-0.0627,0.1213,2.8338,0min0sec
8220,-0.0626,0.1212,2.8336,0min0sec
8230,-0.0626,0.1211,2.8334,0min0sec
8240,-0.0625,0.1209,2.8332,0min0sec
8250,-0.0625,0.1208,2.8329,0min0sec
8260,-0.0624,0.1207,2.8327,0min0sec
8270,-0.0623,0.1205,2.8325,0min0sec
8280,-0.0623,0.1204,2.8323,0min0sec
8290,-0.0622,0.1203,2.8321,0min0sec
8300,-0.0621,0.1201,2.8319,0min0sec
8310,-0.0621,0.1200,2.8317,0min0sec
8320,-0.0620,0.1199,2.8315,0min0sec
8330,-0.0619,0.1198,2.8313,0min0sec
8340,-0.0619,0.1196,2.8310,0min0sec
8350,-0.0618,0.1195,2.8308,0min0sec
8360,-0.0617,0.1194,2.8306,0min0sec
8370,-0.0617,0.1192,2.8304,0min0sec
8380,-0.0616,0.1191,2.8302,0min0sec
8390,-0.0615,0.1190,2.8300,0min0sec
8400,-0.0615,0.1189,2.8298,0min0sec
8410,-0.0614,0.1187,2.8296,0min0sec
8420,-0.0614,0.1186,2.8294,0min0sec
8430,-0.0613,0.1185,2.8292,0min0sec
8440,-0.0612,0.1183,2.8290,0min0sec
8450,-0.0612,0.1182,2.8288,0min0sec
8460,-0.0611,0.1181,2.8286,0min0sec
8470,-0.0611,0.1180,2.8284,0min0sec
8480,-0.0610,0.1178,2.8282,0min0sec
8490,-0.0609,0.1177,2.8280,0min0sec
8500,-0.0609,0.1176,2.8278,0min0sec
8510,-0.0608,0.1175,2.8276,0min0sec
8520,-0.0607,0.1174,2.8274,0min0sec
8530,-0.0607,0.1172,2.8272,0min0sec
8540,-0.0606,0.1171,2.8270,0min0sec
8550,-0.0606,0.1170,2.8268,0min0sec
8560,-0.0605,0.1169,2.8266,0min0sec
8570,-0.0605,0.1167,2.8264,0min0sec
8580,-0.0604,0.1166,2.8262,0min0sec
8590,-0.0603,0.1165,2.8260,0min0sec
8600,-0.0603,0.1164,2.8258,0min0sec
8610,-0.0602,0.1162,2.8256,0min0sec
8620,-0.0602,0.1161,2.8254,0min0sec
8630,-0.0601,0.1160,2.8252,0min0sec
8640,-0.0600,0.1159,2.8250,0min0sec
8650,-0.0600,0.1158,2.8248,0min0sec
8660,-0.0599,0.1156,2.8246,0min0sec
8670,-0.0598,0.1155,2.8244,0min0sec
8680,-0.0598,0.1154,2.8242,0min0sec
8690,-0.0597,0.1153,2.8240,0min0sec
8700,-0.0597,0.1152,2.8238,0min0sec
8710,-0.0596,0.1150,2.8236,0min0sec
8720,-0.0596,0.1149,2.8235,0min0sec
8730,-0.0595,0.1148,2.8233,0min0sec
8740,-0.0594,0.1147,2.8231,0min0sec
8750,-0.0594,0.1146,2.8229,0min0sec
8760,-0.0593,0.1145,2.8227,0min0sec
8770,-0.0593,0.1143,2.8225,0min0sec
8780,-0.0592,0.1142,2.8223,0min0sec
8790,-0.0591,0.1141,2.8221,0min0sec
8800,-0.0591,0.1140,2.8219,0min0sec
8810,-0.0590,0.1139,2.8217,0min0sec
8820,-0.0590,0.1138,2.8215,0min0sec
8830,-0.0589,0.1136,2.8214,0min0sec
8840,-0.0589,0.1135,2.8212,0min0sec
8850,-0.0588,0.1134,2.8210,0min0sec
8860,-0.0587,0.1133,2.8208,0min0sec
8870,-0.0587,0.1132,2.8206,0min0sec
8880,-0.0586,0.1131,2.8204,0min0sec
8890,-0.0586,0.1129,2.8202,0min0sec
8900,-0.0585,0.1128,2.8201,0min0sec
8910,-0.0585,0.1127,2.8199,0min0sec
8920,-0.0584,0.1126,2.8197,0min0sec
8930,-0.0584,0.1125,2.8195,0min0sec
8940,-0.0583,0.1124,2.8193,0min0sec
8950,-0.0582,0.1123,2.8191,0min0sec
8960,-0.0582,0.1122,2.8190,0min0sec
8970,-0.0581,0.1120,2.8188,0min0sec
8980,-0.0581,0.1119,2.8186,0min0sec
8990,-0.0580,0.1118,2.8184,0min0sec
9000,-0.0580,0.1117,2.8182,0min0sec
9010,-0.0579,0.1116,2.8180,0min0sec
9020,-0.0579,0.1115,2.8178,0min0sec
9030,-0.0578,0.1114,2.8177,0min0sec
9040,-0.0577,0.1113,2.8175,0min0sec
9050,-0.0577,0.1111,2.8173,0min0sec
9060,-0.0576,0.1110,2.8171,0min0sec
9070,-0.0576,0.1109,2.8169,0min0sec
9080,-0.0575,0.1108,2.8168,0min0sec
9090,-0.0575,0.1107,2.8166,0min0sec
9100,-0.0574,0.1106,2.8164,0min0sec
9110,-0.0574,0.1105,2.8162,0min0sec
9120,-0.0573,0.1104,2.8161,0min0sec
9130,-0.0573,0.1103,2.8159,0min0sec
9140,-0.0572,0.1102,2.8157,0min0sec
9150,-0.0572,0.1101,2.8155,0min0sec
9160,-0.0571,0.1100,2.8153,0min0sec
9170,-0.0571,0.1098,2.8152,0min0sec
9180,-0.0570,0.1097,2.8150,0min0sec
9190,-0.0569,0.1096,2.8148,0min0sec
9200,-0.0569,0.1095,2.8147,0min0sec
9210,-0.0568,0.1094,2.8145,0min0sec
9220,-0.0568,0.1093,2.8143,0min0sec
9230,-0.0567,0.1092,2.8142,0min0sec
9240,-0.0567,0.1091,2.8140,0min0sec
9250,-0.0566,0.1090,2.8138,0min0sec
9260,-0.0566,0.1089,2.8136,0min0sec
9270,-0.0565,0.1088,2.8135,0min0sec
9280,-0.0565,0.1087,2.8133,0min0sec
9290,-0.0564,0.1086,2.8131,0min0sec
9300,-0.0564,0.1085,2.8130,0min0sec
9310,-0.0563,0.1084,2.8128,0min0sec
9320,-0.0563,0.1083,2.8126,0min0sec
9330,-0.0562,0.1082,2.8125,0min0sec
9340,-0.0562,0.1081,2.8123,0min0sec
9350,-0.0561,0.1079,2.8121,0min0sec
9360,-0.0561,0.1078,2.8120,0min0sec
9370,-0.0560,0.1077,2.8118,0min0sec
9380,-0.0560,0.1076,2.8116,0min0sec
9390,-0.0559,0.1075,2.8114,0min0sec
9400,-0.0559,0.1074,2.8113,0min0sec
9410,-0.0558,0.1073,2.8111,0min0sec
9420,-0.0558,0.1072,2.8110,0min0sec
9430,-0.0557,0.1071,2.8108,0min0sec
9440,-0.0557,0.1070,2.8106,0min0sec
9450,-0.0556,0.1069,2.8105,0min0sec
9460,-0.0556,0.1068,2.8103,0min0sec
9470,-0.0555,0.1067,2.8102,0min0sec
9480,-0.0555,0.1066,2.8100,0min0sec
9490,-0.0554,0.1065,2.8098,0min0sec
9500,-0.0554,0.1064,2.8097,0min0sec
9510,-0.0553,0.1063,2.8095,0min0sec
9520,-0.0553,0.1062,2.8093,0min0sec
9530,-0.0552,0.1061,2.8092,0min0sec
9540,-0.0552,0.1060,2.8090,0min0sec
9550,-0.0551,0.1059,2.8088,0min0sec
9560,-0.0551,0.1058,2.8087,0min0sec
9570,-0.0550,0.1057,2.8085,0min0sec
9580,-0.0550,0.1056,2.8084,0min0sec
9590,-0.0549,0.1055,2.8082,0min0sec
9600,-0.0549,0.1054,2.8080,0min0sec
9610,-0.0548,0.1053,2.8079,0min0sec
9620,-0.0548,0.1052,2.8077,0min0sec
9630,-0.0547,0.1051,2.8076,0min0sec
9640,-0.0547,0.1050,2.8074,0min0sec
9650,-0.0546,0.1049,2.8072,0min0sec
9660,-0.0546,0.1048,2.8071,0min0sec
9670,-0.0545,0.1047,2.8069,0min0sec
9680,-0.0545,0.1046,2.8068,0min0sec
9690,-0.0544,0.1046,2.8066,0min0sec
9700,-0.0544,0.1045,2.8064,0min0sec
9710,-0.0543,0.1044,2.8063,0min0sec
9720,-0.0543,0.1043,2.8061,0min0sec
9730,-0.0543,0.1042,2.8060,0min0sec
9740,-0.0542,0.1041,2.8058,0min0sec
9750,-0.0542,0.1040,2.8057,0min0sec
9760,-0.0541,0.1039,2.8055,0min0sec
9770,-0.0541,0.1038,2.8053,0min0sec
9780,-0.0540,0.1037,2.8052,0min0sec
9790,-0.0540,0.1036,2.8050,0min0sec
9800,-0.0539,0.1035,2.8049,0min0sec
9810,-0.0539,0.1034,2.8047,0min0sec
9820,-0.0538,0.1033,2.8046,0min0sec
9830,-0.0538,0.1032,2.8044,0min0sec
9840,-0.0537,0.1031,2.8043,0min0sec
9850,-0.0537,0.1030,2.8041,0min0sec
9860,-0.0536,0.1029,2.8040,0min0sec
9870,-0.0536,0.1028,2.8038,0min0sec
9880,-0.0535,0.1027,2.8037,0min0sec
9890,-0.0535,0.1027,2.8035,0min0sec
9900,-0.0534,0.1026,2.8034,0min0sec
9910,-0.0534,0.1025,2.8032,0min0sec
9920,-0.0534,0.1024,2.8031,0min0sec
9930,-0.0533,0.1023,2.8029,0min0sec
9940,-0.0533,0.1022,2.8028,0min0sec
9950,-0.0532,0.1021,2.8026,0min0sec
9960,-0.0532,0.1020,2.8025,0min0sec
9970,-0.0531,0.1019,2.8023,0min0sec
9980,-0.0531,0.1018,2.8022,0min0sec
9990,-0.0530,0.1017,2.8020,0min0sec
10000,-0.0530,0.1016,2.8019,0min0sec
10010,-0.0530,0.1016,2.8017,0min0sec
10020,-0.0529,0.1015,2.8016,0min0sec
10030,-0.0529,0.1014,2.8015,0min0sec
10040,-0.0528,0.1013,2.8013,0min0sec
10050,-0.0528,0.1012,2.8012,0min0sec
10060,-0.0527,0.1011,2.8010,0min0sec
10070,-0.0527,0.1010,2.8009,0min0sec
10080,-0.0526,0.1009,2.8008,0min0sec
10090,-0.0526,0.1008,2.8006,0min0sec
10100,-0.0526,0.1008,2.8005,0min0sec
10110,-0.0525,0.1007,2.8003,0min0sec
10120,-0.0525,0.1006,2.8002,0min0sec
10130,-0.0524,0.1005,2.8000,0min0sec
10140,-0.0524,0.1004,2.7999,0min0sec
10150,-0.0523,0.1003,2.7998,0min0sec
10160,-0.0523,0.1002,2.7996,0min0sec
10170,-0.0523,0.1001,2.7995,0min0sec
10180,-0.0522,0.1000,2.7993,0min0sec
10190,-0.0522,0.0999,2.7992,0min0sec
10200,-0.0521,0.0999,2.7990,0min0sec
10210,-0.0521,0.0998,2.7989,0min0sec
10220,-0.0520,0.0997,2.7987,0min0sec
10230,-0.0520,0.0996,2.7986,0min0sec
10240,-0.0519,0.0995,2.7985,0min0sec
10250,-0.0519,0.0994,2.7983,0min0sec
10260,-0.0519,0.0993,2.7982,0min0sec
10270,-0.0518,0.0992,2.7980,0min0sec
10280,-0.0518,0.0992,2.7979,0min0sec
10290,-0.0517,0.0991,2.7977,0min0sec
10300,-0.0517,0.0990,2.7976,0min0sec
10310,-0.0517,0.0989,2.7975,0min0sec
10320,-0.0516,0.0988,2.7973,0min0sec
10330,-0.0516,0.0987,2.7972,0min0sec
10340,-0.0515,0.0986,2.7970,0min0sec
10350,-0.0515,0.0986,2.7969,0min0sec
10360,-0.0514,0.0985,2.7968,0min0sec
10370,-0.0514,0.0984,2.7966,0min0sec
10380,-0.0514,0.0983,2.7965,0min0sec
10390,-0.0513,0.0982,2.7963,0min0sec
10400,-0.0513,0.0981,2.7962,0min0sec
10410,-0.0512,0.0981,2.7961,0min0sec
10420,-0.0512,0.0980,2.7959,0min0sec
10430,-0.0511,0.0979,2.7958,0min0sec
10440,-0.0511,0.0978,2.7956,0min0sec
10450,-0.0511,0.0977,2.7955,0min0sec
10460,-0.0510,0.0976,2.7954,0min0sec
10470,-0.0510,0.0976,2.7952,0min0sec
10480,-0.0509,0.0975,2.7951,0min0sec
10490,-0.0509,0.0974,2.7950,0min0sec
10500,-0.0509,0.0973,2.7948,0min0sec
10510,-0.0508,0.0972,2.7947,0min0sec
10520,-0.0508,0.0971,2.7945,0min0sec
10530,-0.0507,0.0971,2.7944,0min0sec
10540,-0.0507,0.0970,2.7943,0min0sec
10550,-0.0507,0.0969,2.7941,0min0sec
10560,-0.0506,0.0968,2.7940,0min0sec
10570,-0.0506,0.0967,2.7939,0min0sec
10580,-0.0505,0.0966,2.7937,0min0sec
10590,-0.0505,0.0966,2.7936,0min0sec
10600,-0.0504,0.0965,2.7935,0min0sec
10610,-0.0504,0.0964,2.7933,0min0sec
10620,-0.0504,0.0963,2.7932,0min0sec
10630,-0.0503,0.0962,2.7931,0min0sec
10640,-0.0503,0.0962,2.7929,0min0sec
10650,-0.0503,0.0961,2.7928,0min0sec
10660,-0.0502,0.0960,2.7927,0min0sec
10670,-0.0502,0.0959,2.7925,0min0sec
10680,-0.0501,0.0958,2.7924,0min0sec
10690,-0.0501,0.0958,2.7923,0min0sec
10700,-0.0501,0.0957,2.7921,0min0sec
10710,-0.0500,0.0956,2.7920,0min0sec
10720,-0.0500,0.0955,2.7919,0min0sec
10730,-0.0499,0.0954,2.7917,0min0sec
10740,-0.0499,0.0954,2.7916,0min0sec
10750,-0.0499,0.0953,2.7915,0min0sec
10760,-0.0498,0.0952,2.7913,0min0sec
10770,-0.0498,0.0951,2.7912,0min0sec
10780,-0.0497,0.0950,2.7911,0min0sec
10790,-0.0497,0.0950,2.7909,0min0sec
10800,-0.0497,0.0949,2.7908,0min0sec
10810,-0.0496,0.0948,2.7907,0min0sec
10820,-0.0496,0.0947,2.7905,0min0sec
10830,-0.0495,0.0946,2.7904,0min0sec
10840,-0.0495,0.0946,2.7903,0min0sec
10850,-0.0495,0.0945,2.7902,0min0sec
10860,-0.0494,0.0944,2.7900,0min0sec
10870,-0.0494,0.0943,2.7899,0min0sec
10880,-0.0494,0.0943,2.7898,0min0sec
10890,-0.0493,0.0942,2.7897,0min0sec
10900,-0.0493,0.0941,2.7895,0min0sec
10910,-0.0492,0.0940,2.7894,0min0sec
10920,-0.0492,0.0939,2.7893,0min0sec
10930,-0.0492,0.0939,2.7892,0min0sec
10940,-0.0491,0.0938,2.7890,0min0sec
10950,-0.0491,0.0937,2.7889,0min0sec
10960,-0.0490,0.0936,2.7888,0min0sec
10970,-0.0490,0.0936,2.7887,0min0sec
10980,-0.0490,0.0935,2.7885,0min0sec
10990,-0.0489,0.0934,2.7884,0min0sec
11000,-0.0489,0.0933,2.7883,0min0sec
11010,-0.0489,0.0933,2.7882,0min0sec
11020,-0.0488,0.0932,2.7880,0min0sec
11030,-0.0488,0.0931,2.7879,0min0sec
11040,-0.0487,0.0930,2.7878,0min0sec
11050,-0.0487,0.0930,2.7877,0min0sec
11060,-0.0487,0.0929,2.7876,0min0sec
11070,-0.0486,0.0928,2.7875,0min0sec
11080,-0.0486,0.0927,2.7873,0min0sec
11090,-0.0486,0.0927,2.7872,0min0sec
11100,-0.0485,0.0926,2.7871,0min0sec
11110,-0.0485,0.0925,2.7870,0min0sec
11120,-0.0484,0.0924,2.7869,0min0sec
11130,-0.0484,0.0924,2.7867,0min0sec
11140,-0.0484,0.0923,2.7866,0min0sec
11150,-0.0483,0.0922,2.7865,0min0sec
11160,-0.0483,0.0921,2.7864,0min0sec
11170,-0.0483,0.0921,2.7862,0min0sec
11180,-0.0482,0.0920,2.7861,0min0sec
